product_id,product_name,price,rating,review_count,link,platform,normalized_title,title_length,price_bucket,cluster,price_score,rating_score,review_score,final_score
0_amazon,Smartby Remote Control Compatible with Mi All Model smart 4k led tv,499.0,4.4,0,,amazon,smartby remote control compatible with mi all model smart 4k led tv,12,very_low,0,0.8845659163987138,0.8800000000000001,0.5,0.8058263665594857
1_amazon,7SEVEN® Compatible with FireTv Stick Remote of Original Model L5b83G S3L46N 3rd Generation Fire Stick 4K Device with Voice Command Control Only - Follow Pairing & Troubleshoot Steps to Enable Alexa,499.0,3.8,0,,amazon,7seven compatible with firetv stick remote of original model l5b83g s3l46n 3rd generation fire stick 4k device with voice command control only follow pairing troubleshoot steps to enable alexa,29,very_low,0,0.8845659163987138,0.76,0.5,0.7578263665594857
2_amazon,Jio Original & Genuine Bluetooth Voice Remote for JioFiber Set-Top Box | 43-Key Universal Replacement | Easy Pairing | 6-Month Warranty,699.0,4.5,0,,amazon,jio original genuine bluetooth voice remote for jiofiber set top box 43 key universal replacement easy pairing 6 month warranty,20,low,0,0.8202572347266881,0.9,0.5,0.7881028938906752
3_amazon,AIDITYMI Mi Remote Non Voice for 46 inch Smart tv,899.0,3.8,0,,amazon,aiditymi mi remote non voice for 46 inch smart tv,10,low,0,0.7559485530546624,0.76,0.5,0.7063794212218649
4_amazon,Mi-Tv Remote Original Compatible with 4A 32 Inch and 43 Smart LED Television Replacement Control Featuring Easy Button Layout Quick Access Keys Smooth Navigation Black,203.0,3.6,0,,amazon,mi tv remote original compatible with 4a 32 inch and 43 smart led television replacement control featuring easy button layout quick access keys smooth navigation black,26,very_low,0,0.9797427652733119,0.72,0.5,0.7798971061093248
5_amazon,"Original Replacement Voice Remote Control for FlRE TV Stick and for AMZ FlRE TV Stick, Black",699.0,4.2,0,,amazon,original replacement voice remote control for flre tv stick and for amz flre tv stick black,16,low,0,0.8202572347266881,0.8400000000000001,0.5,0.7641028938906753
6_amazon,QsmQam® Remote Compatible with Amazon Alexa Voice Fire Stick Tv Stick 3rd Generation (Black) (3rd GEN Fire Stick Remote) Original,498.0,4.3,0,,amazon,qsmqam remote compatible with amazon alexa voice fire stick tv stick 3rd generation black 3rd gen fire stick remote original,20,very_low,0,0.884887459807074,0.86,0.5,0.7979549839228296
7_amazon,ZdalaMit Original Universal Remote Control Compatible for All Samsung TV Compatible All Samsung LCD LED HDTV 3D Smart TVs Models,299.0,4.2,0,,amazon,zdalamit original universal remote control compatible for all samsung tv compatible all samsung lcd led hdtv 3d smart tvs models,20,very_low,0,0.9488745980707396,0.8400000000000001,0.5,0.8155498392282959
8_amazon,7 SEVEN® Compatible with Lg Tv Magic Smart Remote Model-AKB75855501 AN-MR20GA Without Scroll Mouse Pointer and Non Voice Command - No Pairing Required Plug & Play Remotes,590.0,3.6,0,,amazon,7 seven compatible with lg tv magic smart remote model akb75855501 an mr20ga without scroll mouse pointer and non voice command no pairing required plug play remotes,27,low,0,0.8553054662379421,0.72,0.5,0.7301221864951769
9_amazon,"Whizmrchen AMZJK Universal Remote Control for All Samsung TV for All LCD LED HDTV 3D Smart TVs Remote, Black",142.0,3.6,0,,amazon,whizmrchen amzjk universal remote control for all samsung tv for all lcd led hdtv 3d smart tvs remote black,19,very_low,0,0.9993569131832798,0.72,0.5,0.7877427652733119
